,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Title,C,Q,AgeBins,Deck_0,Deck_1,Deck_2,Deck_3,Deck_4,Deck_5,Deck_6,Deck_7,Deck_8,CabinLetter
222,0,3,male,51.0,0,0,8,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
223,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
224,1,1,male,38.0,1,0,90,Mr,0,0,adult,0,1,0,0,0,0,0,0,0,1
225,0,3,male,22.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
226,1,2,male,19.0,0,0,10,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
227,0,3,male,20.5,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
228,0,2,male,18.0,0,0,13,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
229,0,3,female,6.00649795274,3,1,25,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
230,1,1,female,35.0,1,0,83,Mrs,0,0,adult,0,1,0,0,0,0,0,0,0,1
231,0,3,male,29.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
232,0,2,male,59.0,0,0,13,Mr,0,0,old,1,0,0,0,0,0,0,0,0,0
233,1,3,female,5.0,4,2,31,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
234,0,2,male,24.0,0,0,10,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
235,0,3,female,28.0454478935,0,0,7,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
236,0,2,male,44.0,1,0,26,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
237,1,2,female,8.0,0,2,26,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
238,0,2,male,19.0,0,0,10,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
239,0,2,male,33.0,0,0,12,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
240,0,3,female,20.5421498599,1,0,14,Miss,1,0,adult,1,0,0,0,0,0,0,0,0,0
241,1,3,female,27.7305507631,1,0,15,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
242,0,2,male,29.0,0,0,10,Sir,0,0,adult,1,0,0,0,0,0,0,0,0,0
243,0,3,male,22.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
244,0,3,male,30.0,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
245,0,1,male,44.0,2,0,90,NaN,0,1,mature,0,1,0,0,0,0,0,0,0,1
246,0,3,female,25.0,0,0,7,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
247,1,2,female,24.0,0,2,14,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
248,1,1,male,37.0,1,1,52,Mr,0,0,adult,0,0,0,0,1,0,0,0,0,4
249,0,2,male,54.0,1,0,26,NaN,0,0,mature,1,0,0,0,0,0,0,0,0,0
250,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
251,0,3,female,29.0,1,1,10,Mrs,0,0,adult,0,0,0,1,0,0,0,0,0,3
252,0,1,male,62.0,0,0,26,Mr,0,0,old,0,1,0,0,0,0,0,0,0,1
253,0,3,male,30.0,1,0,16,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
254,0,3,female,41.0,0,2,20,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
255,1,3,female,29.0,0,2,15,Mrs,1,0,adult,1,0,0,0,0,0,0,0,0,0
256,1,1,female,34.9649190476,0,0,79,Mrs,1,0,adult,1,0,0,0,0,0,0,0,0,0
257,1,1,female,30.0,0,0,86,Miss,0,0,adult,0,0,0,0,0,0,1,0,0,6
258,1,1,female,35.0,0,0,512,Miss,1,0,adult,1,0,0,0,0,0,0,0,0,0
259,1,2,female,50.0,0,1,26,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
260,0,3,male,31.3433157707,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
261,1,3,male,3.0,4,2,31,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
262,0,1,male,52.0,1,1,79,Mr,0,0,mature,0,0,1,0,0,0,0,0,0,2
263,0,1,male,40.0,0,0,0,Mr,0,0,adult,0,0,0,0,0,0,1,0,0,6
264,0,3,female,31.3433157707,0,0,7,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
265,0,2,male,36.0,0,0,10,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
266,0,3,male,16.0,4,1,39,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
267,1,3,male,25.0,1,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
268,1,1,female,58.0,0,1,153,Mrs,0,0,old,0,1,0,0,0,0,0,0,0,1
269,1,1,female,35.0,0,0,135,Miss,0,0,adult,0,1,0,0,0,0,0,0,0,1
270,0,1,male,42.1417463051,0,0,31,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
271,1,3,male,25.0,0,0,0,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
272,1,2,female,41.0,0,1,19,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
273,0,1,male,37.0,0,1,29,Mr,1,0,adult,0,1,0,0,0,0,0,0,0,1
274,1,3,female,31.3433157707,0,0,7,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
275,1,1,female,63.0,1,0,77,Miss,0,0,old,0,0,0,0,1,0,0,0,0,4
276,0,3,female,45.0,0,0,7,Miss,0,0,mature,1,0,0,0,0,0,0,0,0,0
277,0,2,male,34.7490896819,0,0,0,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
278,0,3,male,7.0,4,1,29,Master,0,1,child,1,0,0,0,0,0,0,0,0,0
279,1,3,female,35.0,1,1,20,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
280,0,3,male,65.0,0,0,7,Mr,0,1,old,1,0,0,0,0,0,0,0,0,0
281,0,3,male,28.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
282,0,3,male,16.0,0,0,9,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
283,1,3,male,19.0,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
284,0,1,male,48.6592161698,0,0,26,Mr,0,0,mature,0,0,0,0,0,1,0,0,0,5
285,0,3,male,33.0,0,0,8,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
286,1,3,male,30.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
287,0,3,male,22.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
288,1,2,male,42.0,0,0,13,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
289,1,3,female,22.0,0,0,7,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
290,1,1,female,26.0,0,0,78,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
291,1,1,female,19.0,1,0,91,Mrs,1,0,adult,0,0,0,0,0,0,1,0,0,6
292,0,2,male,36.0,0,0,12,Mr,1,0,adult,0,0,0,0,1,0,0,0,0,4
293,0,3,female,24.0,0,0,8,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
294,0,3,male,24.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
295,0,1,male,38.1294614768,0,0,27,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
296,0,3,male,23.5,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
297,0,1,female,2.0,1,2,151,Miss,0,0,child,0,1,0,0,0,0,0,0,0,1
298,1,1,male,43.6893322594,0,0,30,Mr,0,0,mature,0,1,0,0,0,0,0,0,0,1
299,1,1,female,50.0,0,1,247,Mrs,1,0,mature,0,0,0,0,0,0,1,0,0,6
300,1,3,female,31.3433157707,0,0,7,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
301,1,3,male,23.0570396908,2,0,23,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
302,0,3,male,19.0,0,0,0,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
303,1,2,female,43.0981514495,0,0,12,Miss,0,1,mature,0,0,1,0,0,0,0,0,0,2
304,0,3,male,28.7049555547,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
305,1,1,male,0.92,1,2,151,Master,0,0,child,0,1,0,0,0,0,0,0,0,1
306,1,1,female,28.3595880952,0,0,110,Miss,1,0,adult,1,0,0,0,0,0,0,0,0,0
307,1,1,female,17.0,1,0,108,Mrs,1,0,child,0,1,0,0,0,0,0,0,0,1
308,0,2,male,30.0,1,0,24,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
309,1,1,female,30.0,0,0,56,Miss,1,0,adult,0,0,1,0,0,0,0,0,0,2
310,1,1,female,24.0,0,0,83,Miss,1,0,adult,0,1,0,0,0,0,0,0,0,1
311,1,1,female,18.0,2,2,262,Miss,1,0,child,0,0,0,0,0,0,1,0,0,6
312,0,2,female,26.0,1,1,26,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
313,0,3,male,28.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
314,0,2,male,43.0,1,1,26,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
315,1,3,female,26.0,0,0,7,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
316,1,2,female,24.0,1,0,26,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
317,0,2,male,54.0,0,0,14,NaN,0,0,mature,1,0,0,0,0,0,0,0,0,0
318,1,1,female,31.0,0,2,164,Miss,0,0,adult,0,1,0,0,0,0,0,0,0,1
319,1,1,female,40.0,1,1,134,Mrs,1,0,adult,0,0,1,0,0,0,0,0,0,2
320,0,3,male,22.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
321,0,3,male,27.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
322,1,2,female,30.0,0,0,12,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
323,1,2,female,22.0,1,1,29,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
324,0,3,male,10.8111535152,8,2,69,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
325,1,1,female,36.0,0,0,135,Miss,1,0,adult,0,1,0,0,0,0,0,0,0,1
326,0,3,male,61.0,0,0,6,Mr,0,0,old,1,0,0,0,0,0,0,0,0,0
327,1,2,female,36.0,0,0,13,Mrs,0,0,adult,0,0,0,0,1,0,0,0,0,4
328,1,3,female,31.0,1,1,20,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
329,1,1,female,16.0,0,1,57,Miss,1,0,child,0,0,0,0,0,0,1,0,0,6
330,1,3,female,23.0570396908,2,0,23,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
331,0,1,male,45.5,0,0,28,Mr,0,0,mature,0,1,0,0,0,0,0,0,0,1
332,0,1,male,38.0,0,1,153,Mr,0,0,adult,0,1,0,0,0,0,0,0,0,1
333,0,3,male,16.0,2,0,18,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
334,1,1,female,33.6175865079,1,0,133,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
335,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
336,0,1,male,29.0,1,0,66,Mr,0,0,adult,0,1,0,0,0,0,0,0,0,1
337,1,1,female,41.0,0,0,134,Miss,1,0,mature,0,0,1,0,0,0,0,0,0,2
338,1,3,male,45.0,0,0,8,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
339,0,1,male,45.0,0,0,35,Mr,0,0,mature,0,0,0,0,0,0,0,0,1,8
340,1,2,male,2.0,1,1,26,Master,0,0,child,0,0,0,0,0,0,0,1,0,7
341,1,1,female,24.0,3,2,263,Miss,0,0,adult,0,1,0,0,0,0,0,0,0,1
342,0,2,male,28.0,0,0,13,Sir,0,0,adult,1,0,0,0,0,0,0,0,0,0
343,0,2,male,25.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
344,0,2,male,36.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
345,1,2,female,24.0,0,0,13,Miss,0,0,adult,0,0,0,0,0,0,0,1,0,7
346,1,2,female,40.0,0,0,13,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
347,1,3,female,26.6577666306,1,0,16,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
348,1,3,male,3.0,1,1,15,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
349,0,3,male,42.0,0,0,8,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
350,0,3,male,23.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
351,0,1,male,38.096635119,0,0,35,Mr,0,0,adult,0,1,0,0,0,0,0,0,0,1
352,0,3,male,15.0,1,1,7,Mr,1,0,child,1,0,0,0,0,0,0,0,0,0
353,0,3,male,25.0,1,0,17,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
354,0,3,male,27.4215716865,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
355,0,3,male,28.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
356,1,1,female,22.0,0,1,55,Miss,0,0,adult,0,0,1,0,0,0,0,0,0,2
357,0,2,female,38.0,0,0,13,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
358,1,3,female,31.3433157707,0,0,7,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
359,1,3,female,31.3433157707,0,0,7,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
360,0,3,male,40.0,1,4,27,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
361,0,2,male,29.0,1,0,27,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
362,0,3,female,45.0,0,1,14,Mrs,1,0,mature,1,0,0,0,0,0,0,0,0,0
363,0,3,male,35.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
364,0,3,male,27.7305507631,1,0,15,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
365,0,3,male,30.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
366,1,1,female,60.0,1,0,75,Mrs,1,0,old,0,0,0,0,1,0,0,0,0,4
367,1,3,female,27.4215716865,0,0,7,Mrs,1,0,adult,1,0,0,0,0,0,0,0,0,0
368,1,3,female,31.3433157707,0,0,7,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
369,1,1,female,24.0,0,0,69,Mrs,1,0,adult,0,0,0,0,0,0,1,0,0,6
370,1,1,male,25.0,1,0,55,Mr,1,0,adult,0,0,1,0,0,0,0,0,0,2
371,0,3,male,18.0,1,0,6,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
372,0,3,male,19.0,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
373,0,1,male,22.0,0,0,135,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
374,0,3,female,3.0,3,1,21,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
375,1,1,female,33.8150214286,1,0,82,Mrs,1,0,adult,1,0,0,0,0,0,0,0,0,0
376,1,3,female,22.0,0,0,7,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
377,0,1,male,27.0,0,2,211,Mr,1,0,adult,0,1,0,0,0,0,0,0,0,1
378,0,3,male,20.0,0,0,4,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
379,0,3,male,19.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
380,1,1,female,42.0,0,0,227,Miss,1,0,mature,1,0,0,0,0,0,0,0,0,0
381,1,3,female,1.0,0,2,15,Miss,1,0,child,1,0,0,0,0,0,0,0,0,0
382,0,3,male,32.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
383,1,1,female,35.0,1,0,52,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
384,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
385,0,2,male,18.0,0,0,73,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
386,0,3,male,1.0,5,2,46,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
387,1,2,female,36.0,0,0,13,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
388,0,3,male,31.3433157707,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
389,1,2,female,17.0,0,0,12,Miss,1,0,child,1,0,0,0,0,0,0,0,0,0
390,1,1,male,36.0,1,2,120,Mr,0,0,adult,0,0,0,0,0,0,1,0,0,6
391,1,3,male,21.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
392,0,3,male,28.0,2,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
393,1,1,female,23.0,1,0,113,Miss,1,0,adult,0,0,0,0,1,0,0,0,0,4
394,1,3,female,24.0,0,2,16,Mrs,0,0,adult,0,0,0,1,0,0,0,0,0,3
395,0,3,male,22.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
396,0,3,female,31.0,0,0,7,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
397,0,2,male,46.0,0,0,26,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
398,0,2,male,23.0,0,0,10,NaN,0,0,adult,1,0,0,0,0,0,0,0,0,0
399,1,2,female,28.0,0,0,12,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
400,1,3,male,39.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
401,0,3,male,26.0,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
402,0,3,female,21.0,1,0,9,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
403,0,3,male,28.0,1,0,15,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
404,0,3,female,20.0,0,0,8,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
405,0,2,male,34.0,1,0,21,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
406,0,3,male,51.0,0,0,7,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
407,1,2,male,3.0,1,1,18,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
408,0,3,male,21.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
409,0,3,female,6.00649795274,3,1,25,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
410,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
411,0,3,male,21.602361903,0,0,6,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
412,1,1,female,33.0,1,0,90,Miss,0,1,adult,0,1,0,0,0,0,0,0,0,1
413,0,2,male,34.7490896819,0,0,0,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
414,1,3,male,44.0,0,0,7,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
415,0,3,female,28.7049555547,0,0,8,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
416,1,2,female,34.0,1,1,32,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
417,1,2,female,18.0,0,2,13,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
418,0,2,male,30.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
419,0,3,female,10.0,0,2,24,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
420,0,3,male,27.4215716865,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
421,0,3,male,21.0,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
422,0,3,male,29.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
423,0,3,female,28.0,1,1,14,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
424,0,3,male,18.0,1,1,20,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
425,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
426,1,2,female,28.0,1,0,26,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
427,1,2,female,19.0,0,0,26,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
428,0,3,male,31.3433157707,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
429,1,3,male,32.0,0,0,8,Mr,0,0,adult,0,0,1,0,0,0,0,0,0,2
430,1,1,male,28.0,0,0,26,Mr,0,0,adult,0,1,0,0,0,0,0,0,0,1
431,1,3,female,26.6577666306,1,0,16,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
432,1,2,female,42.0,1,0,26,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
433,0,3,male,17.0,0,0,7,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
434,0,1,male,50.0,1,0,55,Mr,0,0,mature,0,0,1,0,0,0,0,0,0,2
435,1,1,female,14.0,1,2,120,Miss,0,0,child,0,0,0,0,0,0,1,0,0,6
436,0,3,female,21.0,2,2,34,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
437,1,2,female,24.0,2,3,18,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
438,0,1,male,64.0,1,4,263,Mr,0,0,old,0,1,0,0,0,0,0,0,0,1
439,0,2,male,31.0,0,0,10,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
440,1,2,female,45.0,1,1,26,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
441,0,3,male,20.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
442,0,3,male,25.0,1,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
443,1,2,female,28.0,0,0,13,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
