,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Title,C,Q,AgeBins,Deck_0,Deck_1,Deck_2,Deck_3,Deck_4,Deck_5,Deck_6,Deck_7,Deck_8,CabinLetter
666,0,2,male,25.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
667,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
668,0,3,male,43.0,0,0,8,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
669,1,1,female,39.5912296676,1,0,52,Mrs,0,0,adult,0,1,0,0,0,0,0,0,0,1
670,1,2,female,40.0,1,1,39,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
671,0,1,male,31.0,1,0,52,Mr,0,0,adult,0,0,0,0,0,0,1,0,0,6
672,0,2,male,70.0,0,0,10,Mr,0,0,old,1,0,0,0,0,0,0,0,0,0
673,1,2,male,31.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
674,0,2,male,34.7490896819,0,0,0,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
675,0,3,male,18.0,0,0,7,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
676,0,3,male,24.5,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
677,1,3,female,18.0,0,0,9,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
678,0,3,female,43.0,1,6,46,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
679,1,1,male,36.0,0,1,512,Mr,1,0,adult,0,0,0,0,0,0,1,0,0,6
680,0,3,female,20.5348532076,0,0,8,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
681,1,1,male,27.0,0,0,76,Mr,1,0,adult,0,0,0,0,1,0,0,0,0,4
682,0,3,male,20.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
683,0,3,male,14.0,5,2,46,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
684,0,2,male,60.0,1,1,39,Mr,0,0,old,1,0,0,0,0,0,0,0,0,0
685,0,2,male,25.0,1,2,41,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
686,0,3,male,14.0,4,1,39,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
687,0,3,male,19.0,0,0,10,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
688,0,3,male,18.0,0,0,7,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
689,1,1,female,15.0,0,1,211,Miss,0,0,child,0,0,0,0,0,0,1,0,0,6
690,1,1,male,31.0,1,0,57,Mr,0,0,adult,0,0,0,0,0,0,1,0,0,6
691,1,3,female,4.0,0,1,13,Miss,1,0,child,1,0,0,0,0,0,0,0,0,0
692,1,3,male,29.5568551227,0,0,56,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
693,0,3,male,25.0,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
694,0,1,male,60.0,0,0,26,Sir,0,0,old,1,0,0,0,0,0,0,0,0,0
695,0,2,male,52.0,0,0,13,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
696,0,3,male,44.0,0,0,8,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
697,1,3,female,31.3433157707,0,0,7,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
698,0,1,male,49.0,1,1,110,Mr,1,0,mature,0,1,0,0,0,0,0,0,0,1
699,0,3,male,42.0,0,0,7,Mr,0,0,mature,0,0,0,0,0,0,0,1,0,7
700,1,1,female,18.0,1,0,227,Mrs,1,0,child,0,1,0,0,0,0,0,0,0,1
701,1,1,male,35.0,0,0,26,Mr,0,0,adult,0,0,1,0,0,0,0,0,0,2
702,0,3,female,18.0,0,1,14,Miss,1,0,child,1,0,0,0,0,0,0,0,0,0
703,0,3,male,25.0,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
704,0,3,male,26.0,1,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
705,0,2,male,39.0,0,0,26,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
706,1,2,female,45.0,0,0,13,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
707,1,1,male,42.0,0,0,26,Mr,0,0,mature,0,0,1,0,0,0,0,0,0,2
708,1,1,female,22.0,0,0,151,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
709,1,3,male,14.2590790476,1,1,15,Master,1,0,child,1,0,0,0,0,0,0,0,0,0
710,1,1,female,24.0,0,0,49,Mrs,1,0,adult,0,1,0,0,0,0,0,0,0,1
711,0,1,male,48.6592161698,0,0,26,Mr,0,0,mature,0,1,0,0,0,0,0,0,0,1
712,1,1,male,48.0,1,0,52,Mr,0,0,mature,0,1,0,0,0,0,0,0,0,1
713,0,3,male,29.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
714,0,2,male,52.0,0,0,13,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
715,0,3,male,19.0,0,0,7,Mr,0,0,adult,0,0,0,0,0,0,0,1,0,7
716,1,1,female,38.0,0,0,227,Miss,1,0,adult,0,1,0,0,0,0,0,0,0,1
717,1,2,female,27.0,0,0,10,Miss,0,0,adult,0,0,1,0,0,0,0,0,0,2
718,0,3,male,23.3799777049,0,0,15,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
719,0,3,male,33.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
720,1,2,female,6.0,0,1,33,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
721,0,3,male,17.0,1,0,7,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
722,0,2,male,34.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
723,0,2,male,50.0,0,0,13,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
724,1,1,male,27.0,1,0,53,Mr,0,0,adult,0,0,1,0,0,0,0,0,0,2
725,0,3,male,20.0,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
726,1,2,female,30.0,3,0,21,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
727,1,3,female,31.3433157707,0,0,7,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
728,0,2,male,25.0,1,0,26,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
729,0,3,female,25.0,1,0,7,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
730,1,1,female,29.0,0,0,211,Miss,0,0,adult,0,0,0,0,0,0,1,0,0,6
731,0,3,male,11.0,0,0,18,Mr,1,0,child,1,0,0,0,0,0,0,0,0,0
732,0,2,male,34.7490896819,0,0,0,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
733,0,2,male,23.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
734,0,2,male,23.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
735,0,3,male,28.5,0,0,16,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
736,0,3,female,48.0,1,3,34,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
737,1,1,male,35.0,0,0,512,Mr,1,0,adult,0,0,0,0,0,0,1,0,0,6
738,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
739,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
740,1,1,male,43.6893322594,0,0,30,Mr,0,0,mature,0,0,0,0,1,0,0,0,0,4
741,0,1,male,36.0,1,0,78,Mr,0,0,adult,0,1,0,0,0,0,0,0,0,1
742,1,1,female,21.0,2,2,262,Miss,1,0,adult,0,0,0,0,0,0,1,0,0,6
743,0,3,male,24.0,1,0,16,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
744,1,3,male,31.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
745,0,1,male,70.0,1,1,71,Sir,0,0,old,0,0,0,0,0,0,1,0,0,6
746,0,3,male,16.0,1,1,20,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
747,1,2,female,30.0,0,0,13,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
748,0,1,male,19.0,1,0,53,Mr,0,0,adult,0,0,0,0,1,0,0,0,0,4
749,0,3,male,31.0,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
750,1,2,female,4.0,1,1,23,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
751,1,3,male,6.0,0,1,12,Master,0,0,child,0,0,1,0,0,0,0,0,0,2
752,0,3,male,33.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
753,0,3,male,23.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
754,1,2,female,48.0,1,2,65,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
755,1,2,male,0.67,1,1,14,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
756,0,3,male,28.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
757,0,2,male,18.0,0,0,11,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
758,0,3,male,34.0,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
759,1,1,female,33.0,0,0,86,Lady,0,0,adult,0,0,0,0,0,0,1,0,0,6
760,0,3,male,24.3122698613,0,0,14,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
761,0,3,male,41.0,0,0,7,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
762,1,3,male,20.0,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
763,1,1,female,36.0,1,2,120,Mrs,0,0,adult,0,0,0,0,0,0,1,0,0,6
764,0,3,male,16.0,0,0,7,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
765,1,1,female,51.0,1,0,77,Mrs,0,0,mature,0,0,0,0,1,0,0,0,0,4
766,0,1,male,42.4366482143,0,0,39,NaN,1,0,mature,1,0,0,0,0,0,0,0,0,0
767,0,3,female,30.5,0,0,7,Miss,0,1,adult,1,0,0,0,0,0,0,0,0,0
768,0,3,male,29.7095606866,1,0,24,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
769,0,3,male,32.0,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
770,0,3,male,24.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
771,0,3,male,48.0,0,0,7,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
772,0,2,female,57.0,0,0,10,Mrs,0,0,mature,0,0,1,0,0,0,0,0,0,2
773,0,3,male,27.4215716865,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
774,1,2,female,54.0,1,3,23,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
775,0,3,male,18.0,0,0,7,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
776,0,3,male,31.3433157707,0,0,7,Mr,0,1,adult,0,0,0,0,0,0,0,1,0,7
777,1,3,female,5.0,0,0,12,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
778,0,3,male,31.3433157707,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
779,1,1,female,43.0,0,1,211,Mrs,0,0,mature,0,0,0,0,0,0,1,0,0,6
780,1,3,female,13.0,0,0,7,Miss,1,0,child,1,0,0,0,0,0,0,0,0,0
781,1,1,female,17.0,1,0,57,Mrs,0,0,child,0,0,0,0,0,0,1,0,0,6
782,0,1,male,29.0,0,0,30,Mr,0,0,adult,0,0,0,0,1,0,0,0,0,4
783,0,3,male,13.3631920635,1,2,23,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
784,0,3,male,25.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
785,0,3,male,25.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
786,1,3,female,18.0,0,0,7,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
787,0,3,male,8.0,4,1,29,Master,0,1,child,1,0,0,0,0,0,0,0,0,0
788,1,3,male,1.0,1,2,20,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
789,0,1,male,46.0,0,0,79,Mr,1,0,mature,0,0,0,0,0,0,1,0,0,6
790,0,3,male,31.3433157707,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
791,0,2,male,16.0,0,0,26,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
792,0,3,female,10.8111535152,8,2,69,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
793,0,1,male,38.0791910534,0,0,30,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
794,0,3,male,25.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
795,0,2,male,39.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
796,1,1,female,49.0,0,0,25,NaN,0,0,mature,0,0,0,0,1,0,0,0,0,4
797,1,3,female,31.0,0,0,8,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
798,0,3,male,30.0,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
799,0,3,female,30.0,1,1,24,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
800,0,2,male,34.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
801,1,2,female,31.0,1,1,26,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
802,1,1,male,11.0,1,2,120,Master,0,0,child,0,0,0,0,0,0,1,0,0,6
803,1,3,male,0.42,0,1,8,Master,1,0,child,1,0,0,0,0,0,0,0,0,0
804,1,3,male,27.0,0,0,6,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
805,0,3,male,31.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
806,0,1,male,39.0,0,0,0,Mr,0,0,adult,0,0,0,0,0,1,0,0,0,5
807,0,3,female,18.0,0,0,7,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
808,0,2,male,39.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
809,1,1,female,33.0,1,0,53,Mrs,0,0,adult,0,0,1,0,0,0,0,0,0,2
810,0,3,male,26.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
811,0,3,male,39.0,0,0,24,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
812,0,2,male,35.0,0,0,10,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
813,0,3,female,6.0,4,2,31,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
814,0,3,male,30.5,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
815,0,1,male,38.9897318376,0,0,0,Mr,0,0,adult,0,0,0,0,0,0,1,0,0,6
816,0,3,female,23.0,0,0,7,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
817,0,2,male,31.0,1,1,37,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
818,0,3,male,43.0,0,0,6,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
819,0,3,male,10.0,3,2,27,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
820,1,1,female,52.0,1,1,93,Mrs,0,0,mature,0,0,0,0,0,0,1,0,0,6
821,1,3,male,27.0,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
822,0,1,male,38.0,0,0,0,Master,0,0,adult,1,0,0,0,0,0,0,0,0,0
823,1,3,female,27.0,0,1,12,Mrs,0,0,adult,0,0,1,0,0,0,0,0,0,2
824,0,3,male,2.0,4,1,39,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
825,0,3,male,21.602361903,0,0,6,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
826,0,3,male,29.5568551227,0,0,56,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
827,1,2,male,1.0,0,2,37,Master,1,0,child,1,0,0,0,0,0,0,0,0,0
828,1,3,male,31.3433157707,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
829,1,1,female,62.0,0,0,80,Mrs,0,0,old,0,0,0,0,0,0,1,0,0,6
830,1,3,female,15.0,1,0,14,Mrs,1,0,child,1,0,0,0,0,0,0,0,0,0
831,1,2,male,0.83,1,1,18,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
832,0,3,male,27.4215716865,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
833,0,3,male,23.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
834,0,3,male,18.0,0,0,8,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
835,1,1,female,39.0,1,1,83,Miss,1,0,adult,0,0,1,0,0,0,0,0,0,2
836,0,3,male,21.0,0,0,8,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
837,0,3,male,28.7049555547,0,0,8,Sir,0,0,adult,1,0,0,0,0,0,0,0,0,0
838,1,3,male,32.0,0,0,56,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
839,1,1,male,52.0707464286,0,0,29,Mr,1,0,mature,0,1,0,0,0,0,0,0,0,1
840,0,3,male,20.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
841,0,2,male,16.0,0,0,10,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
842,1,1,female,30.0,0,0,31,Miss,1,0,adult,1,0,0,0,0,0,0,0,0,0
843,0,3,male,34.5,0,0,6,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
844,0,3,male,17.0,0,0,8,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
845,0,3,male,42.0,0,0,7,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
846,0,3,male,10.8111535152,8,2,69,Mr,0,0,child,1,0,0,0,0,0,0,0,0,0
847,0,3,male,35.0,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
848,0,2,male,28.0,0,1,33,NaN,0,0,adult,1,0,0,0,0,0,0,0,0,0
849,1,1,female,41.6271916667,1,0,89,Mrs,1,0,mature,0,1,0,0,0,0,0,0,0,1
850,0,3,male,4.0,4,2,31,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
851,0,3,male,74.0,0,0,7,Mr,0,0,old,1,0,0,0,0,0,0,0,0,0
852,0,3,female,9.0,1,1,15,Miss,1,0,child,1,0,0,0,0,0,0,0,0,0
853,1,1,female,16.0,0,1,39,Miss,0,0,child,0,0,0,0,1,0,0,0,0,4
854,0,2,female,44.0,1,0,26,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
855,1,3,female,18.0,0,1,9,Mrs,0,0,child,1,0,0,0,0,0,0,0,0,0
856,1,1,female,45.0,1,1,164,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
857,1,1,male,51.0,0,0,26,Mr,0,0,mature,0,0,1,0,0,0,0,0,0,2
858,1,3,female,24.0,0,3,19,Mrs,1,0,adult,1,0,0,0,0,0,0,0,0,0
859,0,3,male,27.4215716865,0,0,7,Mr,1,0,adult,1,0,0,0,0,0,0,0,0,0
860,0,3,male,41.0,2,0,14,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
861,0,2,male,21.0,1,0,11,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
862,1,1,female,48.0,0,0,25,Mrs,0,0,mature,0,0,0,0,1,0,0,0,0,4
863,0,3,female,10.8111535152,8,2,69,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
864,0,2,male,24.0,0,0,13,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
865,1,2,female,42.0,0,0,13,Mrs,0,0,mature,1,0,0,0,0,0,0,0,0,0
866,1,2,female,27.0,1,0,13,Miss,1,0,adult,1,0,0,0,0,0,0,0,0,0
867,0,1,male,31.0,0,0,50,Mr,0,0,adult,0,0,0,0,0,1,0,0,0,5
868,0,3,male,27.4316689602,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
869,1,3,male,4.0,1,1,11,Master,0,0,child,1,0,0,0,0,0,0,0,0,0
870,0,3,male,26.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
871,1,1,female,47.0,1,1,52,Mrs,0,0,mature,0,0,0,0,1,0,0,0,0,4
872,0,1,male,33.0,0,0,5,Mr,0,0,adult,0,0,0,0,0,0,1,0,0,6
873,0,3,male,47.0,0,0,9,Mr,0,0,mature,1,0,0,0,0,0,0,0,0,0
874,1,2,female,28.0,1,0,24,Mrs,1,0,adult,1,0,0,0,0,0,0,0,0,0
875,1,3,female,15.0,0,0,7,Miss,1,0,child,1,0,0,0,0,0,0,0,0,0
876,0,3,male,20.0,0,0,9,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
877,0,3,male,19.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
878,0,3,male,28.0454478935,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
879,1,1,female,56.0,0,1,83,Mrs,1,0,mature,0,1,0,0,0,0,0,0,0,1
880,1,2,female,25.0,0,1,26,Mrs,0,0,adult,1,0,0,0,0,0,0,0,0,0
881,0,3,male,33.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
882,0,3,female,22.0,0,0,10,Miss,0,0,adult,1,0,0,0,0,0,0,0,0,0
883,0,2,male,28.0,0,0,10,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
884,0,3,male,25.0,0,0,7,Mr,0,0,adult,1,0,0,0,0,0,0,0,0,0
885,0,3,female,39.0,0,5,29,Mrs,0,1,adult,1,0,0,0,0,0,0,0,0,0
886,0,2,male,27.0,0,0,13,NaN,0,0,adult,1,0,0,0,0,0,0,0,0,0
887,1,1,female,19.0,0,0,30,Miss,0,0,adult,0,0,0,0,0,0,1,0,0,6
888,0,3,female,13.3631920635,1,2,23,Miss,0,0,child,1,0,0,0,0,0,0,0,0,0
889,1,1,male,26.0,0,0,30,Mr,1,0,adult,0,1,0,0,0,0,0,0,0,1
890,0,3,male,32.0,0,0,7,Mr,0,1,adult,1,0,0,0,0,0,0,0,0,0
